"current_seed","Nsamp","nullpi","poisthin","auc_ols","auc_biash_ols","auc_biash_voom","auc_ols_ash","auc_succotash","auc_cate_rr","auc_sva_ols","auc_ruvash","auc_cate_nc","auc_ruv2","auc_ruv4"
36,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
